episode_id,section_id,event_idx,event_type,date_raw,year,month,place,persons,sentence
E016,S01,18,weather,,,12.0,Кронштадта,Аввакум,"Я в памяти своей никак не мог сжать в один узел всех заслуг покойного дюка, оттого (к стыду моему) был холоден к его кончине, даже еще (прости мне, Господи!) подосадовал на него, что он помешал мне торжественным шествием по улицам, а пуще всего мостками, осмотреть, что хотелось."
E016,S01,33,observation_reflection,,,12.0,Кронштадта,Аввакум,"Между тем общее впечатление, какое производит наружный вид Лондона, с циркуляциею народонаселения, странно: там до двух миллионов жителей, центр всемирной торговли, а чего бы вы думали не заметно? – жизни, то есть ее бурного брожения."
E017,S01,33,meeting,,,12.0,Кронштадта,,"В человеке подавляется его уклонение от прямой цели; от этого, может быть, так много встречается людей, которые с первого взгляда покажутся ограниченными, а они только специальные."
E018,S01,6,meeting,,,12.0,Кронштадта,Копейкин,"Я не успел познакомиться с семейными домами и потому видал женщин в церквах, в магазинах, в ложах, в экипажах, в вагонах, на улицах."
E018,S01,13,weather,,,12.0,Кронштадта,Копейкин,"Англичанки большею частью высоки ростом, стройны, но немного горды и спокойны, – по словам многих, даже холодны."
E018,S01,22,meeting,,,12.0,Кронштадта,Копейкин,"Этого я не видал: я не проникал в семейства и знаю только понаслышке и по весьма немногим признакам, между прочим по тому, что англичанин, когда хочет познакомиться с вами покороче, оказать особенное внимание, зовет вас к себе, в свое святилище, обедать: больше уж он сделать не в состоянии."
E018,S01,43,weather,,,12.0,Кронштадта,Копейкин,"У нас об Англии помину нет; мы распрощались с ней, кончили все дела, а ездить гулять мешает ветер."
E018,S01,44,departure,,,12.0,Кронштадта,Копейкин,Третьего дня отправились две шлюпки и остались в порте – так задуло.
E018,S01,46,movement,,,12.0,Кронштадта,Копейкин,"24-го, в сочельник, съехал я на берег утром: было сносно; но когда поехал оттуда… ах, какой вечер! как надолго останется он в памяти!"
E018,S01,47,departure,,,12.0,Кронштадта,Копейкин,"Сделав некоторые покупки, я в пристани Albertpier взял английскую шлюпку и отправился назад домой."
E018,S01,48,movement,,,12.0,Кронштадта,Копейкин,"Пока ехали в гавани, за стенами, казалось покойно, но лишь выехали на простор, там дуло свирепо, да к этому холод, темнота и яростный шум бурунов, разбивающихся о крепостную стену."
E018,S01,50,movement,,,12.0,Кронштадта,Копейкин,"""Вечером два огня будут на гафеле"", – сказали мне на фрегате, когда я ехал утром."
E018,S01,52,movement,,,12.0,Кронштадта,Копейкин,"Я придерживал одной рукой шляпу, чтоб ее не сдуло в море, а другую прятал – то за пазуху, то в карманы от холода."
E018,S01,53,movement,,,12.0,Кронштадта,Копейкин,"Гребцы бросили весла и, поставив парус, сами сели на дно шлюпки и вполголоса бормотали промеж себя."
E019,S01,0,movement,,,12.0,Кронштадта,,"Шлюпку нашу подбрасывало вверх и вниз, валы периодически врывались верхушкой к нам и обливали спину."
E019,S01,11,shipboard_work,,,12.0,Кронштадта,,"Всё противоположно прежнему: воздух вместо толстых стен, пропасть вместо фундамента, свод из сети снастей, качающийся стол, который отходит от руки, когда пишешь, или рука отходит от стола, тарелка ото рта."
E019,S01,15,weather,,,12.0,Кронштадта,,"На днях капитан ходит взад и вперед по палубе в одном сюртуке, а у самого от холода нижняя челюсть тоже ходит взад и вперед."
E019,S01,26,observation_reflection,,,12.0,Кронштадта,,"Вот я думал бежать от русской зимы и прожить два лета, а приходится, кажется, испытать четыре осени: русскую, которую уже пережил, английскую переживаю, в тропики придем в тамошнюю осень."
E019,S01,29,arrival,,,12.0,Кронштадта,,"В наше Рождество англичане пришли, да совестно было заставлять работать своих."
E019,S01,32,weather,,,12.0,Кронштадта,,"Один – невозмутимо покоен в душе и со всеми всегда одинаков; ни во что не мешается, ни весел, ни печален; ни от чего ему ни больно, ни холодно; на всё согласен, что предложат другие; со всеми ласков до дружества, хотя нет у него друзей, но и врагов нет."
E019,S01,45,shipboard_work,,,12.0,Кронштадта,,"Утром мы все четверо просыпались в одно мгновение, ровно в восемь часов, от пушечного выстрела с ""Экселента"", другого английского корабля, стоявшего на мертвых якорях, то есть неподвижно, в нескольких саженях от нас."
E019,S01,46,movement,,,12.0,"Госпорт, Кронштадта, Портси",,"После завтрака, состоявшего из горы мяса, картофеля и овощей, то есть тяжелого обеда, все расходились: офицеры в адмиралтейство на фрегат к работам, мы, не офицеры, или занимались дома, или шли за покупками, гулять, кто в Портсмут, кто в Портси, кто в Саутси или в Госпорт – это названия четырех городов, связанных вместе и составляющих Портсмут."
E020,S01,10,departure,,,12.0,Кронштадта,"Аввакум, П. А. Тихменев",Он просил меня купить этой кожи себе и товарищам по поручению и сам отправился со мной.
E020,S01,20,meeting,,,12.0,Кронштадта,"Аввакум, П. А. Тихменев","Мотыгин…"" – твердил он, смеясь. (Мотыгин – это друг его, худощавый, рябой матрос.) ""Ну, что ж Мотыгин?"" – ""С берега воротился…"" – ""Ну?"" – ""Позови его, ваше высокоблагородие, да спроси, что он делал на берегу?"" Но я забыл об этом и вечером встретил Мотыгина с синим пятном около глаз."
E020,S01,32,movement,,,12.0,Кронштадта,"Аввакум, П. А. Тихменев","""Иван Семенович, ради Бога, – поспешно говорил он, – позвольте шлюпку, теперь же, сию минуту…"" – ""Зачем, куда? шлюпки все заняты, – вы видите."
E020,S01,35,movement,,,12.0,Кронштадта,"Аввакум, П. А. Тихменев","Вон она-с, вон как бьется: ради Бога, пожалуйте шлюпку; сейчас утонет."
E020,S01,36,movement,,,12.0,Кронштадта,"Аввакум, П. А. Тихменев","Извольте войти в мое положение: офицеры удостоили меня доверенности, и я оправдывал…"" Капитан рассмеялся и дал ему шлюпку."
E020,S01,40,movement,,,12.0,Кронштадта,"Аввакум, П. А. Тихменев","Дешевы мои наблюдения, немного выношу я отсюда, может быть отчасти и потому, что ехал не сюда, что тороплюсь всё дальше."
E021,S01,3,weather,,,12.0,Кронштадта,,"Облако английского тумана, пропитанное паром и дымом каменного угля, скрывает от меня этот образ."
E021,S01,16,departure,,,12.0,Кронштадта,,"Где Егорка?"" Справляются насчет Егорки и узнают, что он отправился рыбу ловить бреднем в обществе некоторых любителей из дворовых людей."
E021,S01,19,illness_danger,,,12.0,Кронштадта,,"Сильно бы вымыли ему голову, но Егорка принес к обеду целую корзину карасей, сотни две раков да еще барчонку сделал дудочку из камыша, а барышне достал два водяных цветка, за которыми, чуть не с опасностью жизни, лазил по горло в воду на средину пруда."
E021,S01,20,weather,,,12.0,Кронштадта,,"Напившись чаю, приступают к завтраку: подадут битого мяса с сметаной, сковородку грибов или каши, разогреют вчерашнее жаркое, детям изготовят манный суп – всякому найдут что-нибудь по вкусу."
E021,S01,24,arrival,,,12.0,Кронштадта,,"От соседа за прошлый месяц пришлют все газеты разом, и целый дом запасается новостями надолго."
E021,S01,29,movement,,,12.0,Кронштадта,,"""Овса в город отпущено на прошлой неделе семьдесят…"" – хочется сказать – пять четвертей."
E021,S01,35,observation_reflection,,,12.0,Кронштадта,,"""Как знает? – думал приказчик, – ведь купец не обещал…"" – Он завтра к батюшке за медом заедет, а оттуда ко мне, и ты приди, и мещанин будет."
E021,S01,37,movement,,,12.0,Кронштадта,,"Барин помнит даже, что в третьем году Василий Васильевич продал хлеб по три рубля, в прошлом дешевле, а Иван Иваныч по три с четвертью."
E022,S01,10,movement,,,12.0,Кронштадта,,"После объятий начался подробный рассказ о трудностях и опасностях этого полуторасуточного переезда. – Пообедав вчера, выехали мы, благословясь, около вечерен, спешили засветло проехать Волчий Вражек, а остальные пятнадцать верст ехали в темноте – зги Божией не видать!"
E022,S01,16,departure,,,12.0,Кронштадта,,"Дамы пойдут в сад и оранжерею, а барин с гостем отправились по гумнам, по полям, на мельницу, на луга."
E022,S01,23,weather,,,12.0,Кронштадта,,"Мне видится длинный ряд бедных изб, до половины занесенных снегом."
E022,S01,31,movement,,,12.0,Кронштадта,,"И сколько бы ни прошло старцев, богомольцев, убогих, калек, перед каждым отодвигается крошечное окно, каждый услышит: ""Прими, Христа ради"", загорелая рука не устает высовываться, краюха хлеба неизбежно падает в каждую подставленную суму."
E022,S01,46,illness_danger,,,12.0,Кронштадта,,"Про старичка, какого-нибудь Кузьму Петровича, скажут, что у него было душ двадцать, что холера избавила его от большей части из них, что землю он отдает внаем за двести рублей, которые посылает сыну, а сам ""живет в людях""."
E022,S01,51,observation_reflection,,,12.0,Кронштадта,,"А наш барин думал, что, купив жене два платья, мантилью, несколько чепцов, да вина, сахару, чаю и кофе на год, он уже может закрыть бумажник, в котором опочил изрядный запасный капиталец, годичная экономия."
E023,S01,11,shipboard_work,,,12.0,Кронштадта,"А. Н. Майков, В. Г. Бенедиктов","Прощайте: мы уже снялись с якоря, но не совсем удачно."
E023,S01,12,weather,,,12.0,Кронштадта,"А. Н. Майков, В. Г. Бенедиктов","Начались шквалы: шквалы – это когда вы сидите на даче, ничего не подозревая, с открытыми окнами, вдруг на балкон ваш налетает вихрь, врывается с пылью в окна, бьет стекла, валит горшки с цветами, хлопает ставнями, когда бросаются, по обыкновению поздно, затворять окна, убирать цветы, а между тем дождь успел хлынуть на мебель, на паркет."
E023,S01,14,weather,,,12.0,Кронштадта,"А. Н. Майков, В. Г. Бенедиктов","Английский лоцман соснет немного ночью, а остальное время стоит у руля, следит зорко за каждою струей, он и в туман бросает лот и по грунту распознает место."
E023,S01,15,meeting,,,12.0,Кронштадта,"А. Н. Майков, В. Г. Бенедиктов","Всего хуже встречные суда, а их тут множество."
E023,S01,20,illness_danger,,,12.0,"Горна, Кронштадта","А. Н. Майков, В. Г. Бенедиктов","В Индейских морях бывают, правда, ураганы, но бывают, следовательно могут и не быть, а противные ветры у Горна непременно будут."
E023,S01,33,shipboard_work,,,12.0,Кронштадта,"А. Н. Майков, В. Г. Бенедиктов","""На парусных судах"", – подумал я."
E023,S01,35,weather,,,12.0,Кронштадта,"А. Н. Майков, В. Г. Бенедиктов","Ветер шумел, как в лесу, и только теперь смолкает."
E024,S02,0,weather,,,12.0,Мадере,,Выход в океан. – Крепкий ветер и качка. – Прибытие на Мадеру. – Город Фунчал. – Прогулка на гору. – Обед у консула. – Отплытие.
E025,S02,1,observation_reflection,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Я всё ждал перемены, препятствия; мне казалось, судьба одумается и не пошлет меня дальше: поэтому нерешительно делал в Англии приготовления к отъезду, не запасал многого, что нужно для дальнего вояжа, и взял кое-что, годное больше для житья на берегу."
E025,S02,3,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Я из Англии писал вам, как мы плавали по каналу, как нас подхватил в нем свежий ветер и держал там четверо суток."
E025,S02,5,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"11-го января ветер утих, погода разгулялась, море улеглось и немножко посинело, а то всё было до крайности серо, мутно; только волны, поднимаясь, показывали свои аквамаринные верхушки."
E025,S02,9,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Несколько раз ветер смеялся над усилиями человека, сбрасывая башню в море."
E025,S02,19,movement,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Смотрю: лакированная шляпа и синяя куртка пошли дальше, обходя всех таким же порядком."
E025,S02,37,observation_reflection,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"""Не настоящие киты, а мелочь из их породы"", – заметил дед."
E025,S02,39,meeting,С 6 по 18 января 1853.,1853.0,1.0,Англии,,Мне хотелось познакомиться с океаном.
E025,S02,43,observation_reflection,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"""Какой же он в самом деле? – думал я, поглядывая кругом. – Что таится в этом неизмеренном омуте?"
E025,S02,45,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Попутный ветер и умеренное волнение так ласково манили дальше, а там…"
E025,S02,46,observation_reflection,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"""Где же он неукротим? – думал я опять, – на старческом лице ни одной морщинки!"
E025,S02,51,stay,С 6 по 18 января 1853.,1853.0,1.0,Англии,,Он стоял передо мной с фуражкой в руке.
E025,S02,53,meeting,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Я тем охотнее принял это приглашение, что наверху было холодно."
E025,S02,54,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Северный ветер дышал такой прохладой, что в байковом пальто от него трудно было спрятаться."
E025,S02,58,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"""Да, мы друг друга знаем, – отвечал он. – И точно я рад: теперь на карту хоть не гляди, по ночам можно спать: камней, банок, берегов – долго не дождемся"". – ""А буря?"" – ""Какая буря?"" – ""Ну, шторм"", – поправился я."
E025,S02,60,weather,С 6 по 18 января 1853.,1853.0,1.0,Англии,,Да что такое шторм на океане?
E025,S02,63,stay,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Я разложил у себя на бюро бумаги, книги, поставил на свое место чернильницу, расположил все мелочи письменного стола, как дома."
E025,S02,72,meeting,С 6 по 18 января 1853.,1853.0,1.0,Англии,,"Он один приделал полки, устроил кровать, вбил гвоздей, сделал вешалку и потом принялся разбирать вещи по порядку, с тою только разницею, что сапоги положил уже не с книгами, как прежде, а выстроил их длинным рядом на комоде и бюро, а ваксу, мыло, щетки, чай и сахар разложил на книжной полке."
E026,S02,5,weather,,1853.0,1.0,Финском,"Крюднер, Лосев","Только изредка кто-нибудь придет сверху и скажет, что славно идем: девять узлов, ветер попутный."
E026,S02,6,movement,,1853.0,1.0,Финском,"Крюднер, Лосев",И в самом деле шли отлично.
E026,S02,13,weather,,1853.0,1.0,Финском,"Крюднер, Лосев",Начались обыкновенные явления качки: вдруг дверь отворится и с шумом захлопнется.
E026,S02,15,weather,,1853.0,1.0,Финском,"Крюднер, Лосев","А там вдруг слышишь, сочится где-то сквозь стенку струя и падает дождем на что случится, без разбора, – на стол, на диван, на голову кому-нибудь."
E026,S02,21,weather,,1853.0,1.0,Балтийском,"Крюднер, Лосев",Эта качка напоминала мне пока наши похождения в Балтийском и Немецком морях – не больше.
E026,S02,23,shipboard_work,,1853.0,1.0,Финском,"Крюднер, Лосев","Я кое-как заснул, и то с грехом пополам: но не один раз будил меня стук, топот людей, суматоха с парусами."
E026,S02,30,weather,,1853.0,1.0,Финском,"Крюднер, Лосев","""Буря"", – сказали бы вы, а мои товарищи называли это очень свежим ветром."
E026,S02,47,weather,,1853.0,1.0,Финском,"Крюднер, Лосев","Скучное дело качка; все недовольны; нельзя как следует читать, писать, спать; видны также бледные, страдальческие лица."
E026,S02,52,weather,,1853.0,1.0,Финском,"Крюднер, Лосев","12-го и 13-го января ветер уже превратился в крепкий и жестокий, какого еще у нас не было."
E026,S02,53,shipboard_work,,1853.0,1.0,Финском,"Крюднер, Лосев","Все полупортики, люминаторы были наглухо закрыты, верхние паруса убраны, пушки закреплены задними талями, чтоб не давили тяжестью своего борта."
E026,S02,55,weather,,1853.0,1.0,Финском,"Крюднер, Лосев","Кое-как добрался я до своей каюты, в которой не был со вчерашнего дня, отворил дверь и не вошел – все эти термины теряют значение в качку – был втиснут толчком в каюту и старался удержаться на ногах, упираясь кулаками в обе противоположные стены."
E026,S02,56,stay,,1853.0,1.0,Финском,"Крюднер, Лосев","Я ахнул: платье, белье, книги, часы, сапоги, все мои письменные принадлежности, которые я было расположил так аккуратно по ящикам бюро, – всё это в кучке валялось на полу и при каждом толчке металось то направо, то налево."
E027,S02,12,illness_danger,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","Вот там-то, между шкапом и пьянино, крепко привинченными к стене и полу, была одна полукруглая софа, представлявшая надежное убежище от кораблекрушения."
E027,S02,18,weather,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","Сядешь на эту софу, и какая бы качка ни была – килевая ли, то есть продольная, или боковая, поперечная, – упасть было некуда."
E027,S02,19,movement,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","Одна половина софы шла вдоль, а другая поперек фрегата."
E027,S02,23,weather,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","""Буря – прекрасно! поэзия!"" – скажете вы в ребяческом восторге."
E027,S02,24,weather,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","""Какая буря – свежий ветер!"" – говорят вам."
E027,S02,36,weather,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","""Крепкий ветер, жестокий ветер! – говорил по временам капитан, входя в каюту и танцуя в ней. – А вы это всё сидите?"
E027,S02,48,weather,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву",Сначала качка наводит с непривычки страх.
E027,S02,56,shipboard_work,,1853.0,1.0,,"И. С. Унковский, матрос Фаддееву","Заснешь и вполглаза видишь наяву снасть, а рядом откуда-то возьмутся шелковые драпри какой-нибудь петербургской гостиной – вазы, цветы, из-за которых тут же выглядывает урядник Терентьев."
E028,S02,8,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Я от скуки старался вглядеться в это равнодушие, что оно такое: привычка ли матроса, испытанного в штормах, уверенность ли в силах и средствах? – Нет, он молод и закалиться в службе не успел."
E028,S02,14,illness_danger,,1853.0,1.0,,"К. И. Лосев, Лосев",Посмотрите ему в лицо: есть ли сознание опасности? – Нет.
E028,S02,25,observation_reflection,,1853.0,1.0,,"К. И. Лосев, Лосев",Уже не в первый раз заметил я эту черту в моем вестовом.
E028,S02,29,movement,,1853.0,1.0,,"К. И. Лосев, Лосев",Но ему на этот раз радость чужому горю не прошла даром.
E028,S02,35,shipboard_work,,1853.0,1.0,,"К. И. Лосев, Лосев","""Поди к вахтенному, – сказал рассыльный, – всех требуют!"" Фаддеев сделался очень серьезен и пошел, а по возвращении был еще серьезнее."
E028,S02,40,observation_reflection,,1853.0,1.0,,"К. И. Лосев, Лосев","""Нет, этого мы еще не испытали!"" – думал я, покачиваясь на диване и глядя, как дверь кланялась окну, а зеркало шкапу."
E028,S02,41,arrival,,1853.0,1.0,,"К. И. Лосев, Лосев","Фаддеев пошел было вон, но мне пришло в голову пообедать тут же на месте."
E028,S02,42,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","""Не принесешь ли ты мне чего-нибудь поесть в тарелке? – спросил я, – попроси жаркого или холодного"". – ""Отчего не принести, ваше высокоблагородие, изволь, принесу!"" – отвечал он."
E028,S02,50,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","""Как все?"" Гляжу: в самом деле – всё, вот курица с рисом, вот горячий паштет, вот жареная баранина – вместе в одной тарелке, и всё прикрыто вафлей."
E028,S02,55,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","""Боже мой! кто это выдумал путешествия? – невольно с горестью воскликнул я, – едешь четвертый месяц, только и видишь серое небо и качку!"" Кто-то засмеялся."
E029,S02,6,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Да погодите еще, и тепло наскучит: будете вздыхать о холоде."
E029,S02,14,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Дует ли ветер прямо в лоб и пятит назад – ""чудесно! – восхищается он, – по полтора узла идем!"" На него не действует никакая погода."
E029,S02,15,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Он и в жар и в холод всегда застегнут, всегда бодр; только в жар подбородок у него светится, как будто вымазанный маслом; в качку и не в качку стоит на ногах твердо, заложив коротенькие руки на спину или немного пониже, а на ходу шагает маленькими шажками."
E029,S02,16,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Его не возмущает ни буря, ни штиль – ему всё равно."
E029,S02,29,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","""В Божием мире!"" – ""Знаем; да где?"" – ""380?сев‹ерной› широты и 12є западной долготы"". – ""На параллели чего?"" – ""А поглядите на карту"". – ""Скажите…"" – ""Пустите, пустите!"" – говорил он, расталкивая молодежь, как толпу ребятишек. – Холодно, дед! ведите меня назад, – говорил я. – Что за холодно – отлично! – отвечал он."
E029,S02,30,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Не дождавшись его, я пошел один опять на свое место, но дорого заплатил за смелость."
E029,S02,32,observation_reflection,,1853.0,1.0,,"К. И. Лосев, Лосев","Чувствуя, что мне не устоять и не усидеть на полу, я быстро опустился на маленький диван и думал, что спасусь этим; но не тут-то было: надо было прирасти к стене, чтоб не упасть."
E029,S02,38,movement,,1853.0,1.0,,"К. И. Лосев, Лосев","С неделю больно было дотрогиватьтся до груди, а потом прошло."
E029,S02,46,movement,,1853.0,1.0,,"К. И. Лосев, Лосев","Так дни шли за днями, или не ""дни"", а ""сутки""."
E029,S02,47,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","На берегу замечаются только одни дни, а в море, в качке, спишь не когда хочешь, а когда можешь."
E029,S02,49,movement,,1853.0,1.0,,"К. И. Лосев, Лосев",Томительные сутки шли за сутками.
E029,S02,50,weather,,1853.0,1.0,,"К. И. Лосев, Лосев","Человек мечется в тоске, ищет покойного угла, хочет забыться, забыть море, качку, почитать, поговорить – не удается."
E029,S02,52,movement,,1853.0,1.0,,"К. И. Лосев, Лосев","Прошлое спокойствие, минуты счастья, отличное плавание, родина, друзья – всё забыто; а если и припоминается, так с завистью."
E030,S02,1,movement,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Тут является жалкое, отравляющее жизнь на море чувство – раскаяния: зачем поехал!"
E030,S02,4,movement,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Я тут же прилег и раз десять вскакивал ночью, пробуждаясь от скрипа, от какого-нибудь внезапного крика, от топота людей, от свистков; впросонках видел, как дед приходил и уходил с веселым видом. – Качает, дед! – жаловался я. – Еще бы не качать: крутой бейдевинд! – сказал он. – Отлично. – Что же отличного?.. – Как что: 101/2 узлов ходу, прошли Бискайскую бухту, утром будем на параллели Финистерре. "
E030,S02,12,illness_danger,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Жертва морской болезни с первого выхода в море, он возбуждал общее, но бесполезное участие."
E030,S02,15,weather,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Следующие дни тянулись так же однообразно, волнисто, бурно, холодно."
E030,S02,19,observation_reflection,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Мы так были заняты, что и не заметили, как миновали Францию, а теперь огибали Испанию и Португалию."
E030,S02,20,movement,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Я, от нечего делать, любил уноситься мысленно на берега, мимо которых мы шли и которых не видали."
E030,S02,25,observation_reflection,,1853.0,1.0,Гренаду,О. А. Гошкевич,"""В Париж бы! – говорил я со вздохом, – пожить бы там, в этом омуте новостей, искусств, мод, политики, ума и глупостей, безобразия и красоты, глубокомыслия и пошлостей, – пожить бы эпикурейцем, насмешливым наблюдателем всех этих проказ!"" ""А вот Испания с своей цветущей Андалузией, – уныло думал я, глядя в ту сторону, где дед указал быть испанскому берегу. – Севилья, caballeros с гитарами и шпагами,"
E030,S02,34,weather,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Шум, холод и соленые брызги – вот пока моя сфера!"
E030,S02,40,weather,,1853.0,1.0,Гренаду,О. А. Гошкевич,"""Верно, лежите?"" – ""Почти…"" – сказал я, барахтаясь от качки в постели, одолеваемый подушками."
E030,S02,59,weather,,1853.0,1.0,Гренаду,О. А. Гошкевич,"Ветер не режет лица, а играет около шеи, как шелковая ткань, и приятно щекочет нервы; солнце сильно греет."
E031,S02,13,weather,,1853.0,1.0,Европы,,"Мне казалось, что я с этого утра только и начал путешествовать, что судьба нарочно послала нам грозные, тяжелые и скучные испытания, крепкий, семь дней без устали свирепствовавший холодный ветер и серое небо, чтоб живее тронуть мягкостью воздуха, теплым блеском солнца, нежным колоритом красок и всей этой гармонией волшебного острова, которая связует здесь небо с морем, море с землей – и всё вместе"
E031,S02,14,movement,,1853.0,1.0,Европы,,"Когда мы обогнули восточный берег острова и повернули к южному, нас ослепила великолепная и громадная картина, которая как будто поднималась из моря, заслонила собой и небо, и океан, одна из тех картин, которые видишь в панораме, на полотне, и не веришь, приписывая обольщению кисти."
E031,S02,15,observation_reflection,,1853.0,1.0,Европы,,"Группа гор тесно жалась к одной главной горе – это первая большая гора, которую увидели многие из нас, и то она помещена в аристократию гор не за высоту, составляющую всего около 6000 футов над уровнем моря, а за свое вино."
E031,S02,18,weather,,1853.0,1.0,Европы,,"На вершине белелся снег, а бока покрыты темною, местами бурою растительностью; кое-где ярко зеленели сады."
E031,S02,20,stay,,1853.0,1.0,Европы,,"Там белое облако стояло неподвижно, как будто прильнуло к земле, а там раскинулось по горе другое, тонкое и прозрачное, как кисея, и сеяло дождь; гора опоясывалась радугами."
E031,S02,23,movement,,1853.0,1.0,Европы,,"По скату горы шли виноградники, из-за зелени которых выглядывали виллы."
E031,S02,38,shipboard_work,,1853.0,1.0,Мадере,,"Гавани на Мадере нет, и рейд ее неудобен для судов, потому что нет глубины, или она, пожалуй, есть, и слишком большая, оттого и не годится для якорной стоянки: недалеко от берега – 60 и 50 сажен; наконец, почти у самой пристани, так что с судов разговаривать можно, – всё еще пятнадцать сажен."
E031,S02,39,weather,,1853.0,1.0,Европы,,"Военные суда мало становятся здесь на якорь, а купеческие хотя и останавливаются, но, чуть подует ветер с юга, они уходят на северную сторону, а от северных ветров прячутся здесь."
E031,S02,40,stay,,1853.0,1.0,Европы,,"Мы остановились здесь только затем, чтоб взять живых быков и зелени, поэтому и решено было на якорь не становиться, а держаться на парусах в течение дня; следовательно, остановка предполагалась кратковременная, и мы поспешили воспользоваться ею."
E031,S02,43,movement,,1853.0,1.0,Европы,,Нас окружили шлюпки всяких величин и форм.
E031,S02,46,illness_danger,,1853.0,1.0,Европы,,"А скажите-ка, что вы нездоровы, что у вас, например, человек двадцать-тридцать больных лихорадкой, так вас очень учтиво попросят не съезжать на берег и как можно скорее удалиться."
E031,S02,49,observation_reflection,,1853.0,1.0,Европы,,"""В другое время, nur nicht heute"", – думал я согласно с известным немецким двустишием."
E031,S02,50,movement,,1853.0,1.0,Европы,,После всего этого отделилась от берега шлюпка под русским флагом.
E031,S02,54,movement,,1853.0,1.0,Европы,,"Был час одиннадцатый утра, когда мы сели в консульскую шлюпку."
E032,S02,1,observation_reflection,,1853.0,1.0,,,"Я думал, что эти запахи присутствовали в носовых платках путешественников, франтов эпохи Людовиков XIV и XV, когда прыскались духами до обморока."
E032,S02,2,observation_reflection,,1853.0,1.0,,,"Но вот в самом деле мы еще далеко были от берега, а на нас повеяло теплым, пахучим воздухом, смесью ананасов, гвоздики, как мне казалось, и еще чего-то."
E032,S02,7,movement,,1853.0,1.0,,,"Шлюпки не пристают здесь, а выскакивают с бурунами на берег, в кучу мелкого щебня."
E032,S02,8,movement,,1853.0,1.0,,,"Гребцы, засучив панталоны, идут в воду и тащат шлюпку до сухого места, а потом вынимают и пассажиров."
E032,S02,12,movement,,1853.0,1.0,,,"На бульваре, под яворами и олеандрами, стояли неподвижно три человеческие фигуры, гладко обритые, с синими глазами, с красивыми бакенбардами, в черном платье, белых жилетах, в круглых шляпах, с зонтиками, и с пронзительным любопытством смотрели то на наше судно, то на нас."
E032,S02,23,weather,,1853.0,1.0,,,"В домах жалюзи наглухо опущены от жара; домы очень просты, в два этажа и в один; многие окружены каменным забором."
E032,S02,31,weather,,1853.0,1.0,,,"По словам консула, здесь никогда более трех дней дурной погоды не бывает, и то немного вспрыснет дождь, прогремит гром – и снова солнце заиграет над островом."
